cruise,station,cast,sample_name,date_start_UTC,time_start_UTC,date_end_UTC,time_end_UTC,lat_start,lon_start,lat_end,lon_end,depth_bottom,depth_target,depth_TDR,net_max_depth_m,avg_angle,max_wire_out_m,wire_rate_out_m_min,wire_rate_in_m_min,STW_start,SOG_start,STW_end,SOG_end,flowmeter_sn_335,flow_start_335,flow_end_335,tot_flow_counts_335,vol_filtered_m3_335,NOAA_335,DNA_335,flowmeter_sn_150,flow_start_150,flow_end_150,tot_flow_counts_150,vol_filtered_m3_150,morph_ID_150,DNA_150,size_fract_150,taxa_pick_150,size_fract_20,haul_factor_10m2_335,haul_factor_10m2_150,haul_factor_100m3_335,haul_factor_100m3_150,comments,primary_flag,secondary_flag
AR66B,L3,2,AR66B_L3_R2,20-04-22,17:35:00,20-04-22,17:40:00,40.862962,-70.883101,40.862958,-70.883084,NA,NA,NA,52,NA,52,NA,NA,0.16,0.28,0.42,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,OOI Pioneer cruise.,3,Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law).
AR66B,L5,4,AR66B_L5_R4,20-04-22,22:29:14,20-04-22,22:35:30,40.512558,-70.882168,40.512535,-70.882172,NA,NA,NA,73,NA,73,NA,NA,0.02,0.91,0.04,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,OOI Pioneer cruise.,3,Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law).
AR66B,L6,22,AR66B_L6_R22,25-04-22,21:35:00,25-04-22,21:43:00,40.361614,-70.876003,40.361614,-70.875987,NA,NA,NA,91,NA,91,NA,NA,0.05,0.25,0.05,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,OOI Pioneer cruise.,3,Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law).
AR66B,L7,19,AR66B_L7_R19,24-04-22,14:48:00,24-04-22,14:55:00,40.226381,-70.883644,40.226226,-70.884471,NA,NA,NA,123,NA,123,NA,NA,0.36,0.37,0.98,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,OOI Pioneer cruise.,3,Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law).
AR66B,L8,20,AR66B_L8_R20,24-04-22,22:41:00,24-04-22,22:50:00,40.134111,-70.770087,40.134149,-70.770102,NA,NA,NA,130,NA,130,NA,NA,0.04,0.12,0.03,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,OOI Pioneer cruise.,3,Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law).
AR66B,L9,15,AR66B_L9_R15,23-04-22,15:45:00,23-04-22,15:55:00,40.098068,-70.887222,40.098059,-70.888144,NA,NA,NA,144,NA,144,NA,NA,0.07,0.04,0.03,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,OOI Pioneer cruise.,3,Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law).
AR66B,L10,6,AR66B_L10_R6,21-04-22,15:52:24,21-04-22,16:07:00,39.940094,-70.87972,39.942374,-70.878484,NA,NA,NA,200,NA,200,NA,NA,0.24,0.76,0.39,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,Twist in net bewtween the ring and the cod end. OOI Pioneer cruise.,3,Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law).
AR66B,L11,8,AR66B_L11_R8,22-04-22,02:40:00,22-04-22,02:55:00,39.775476,-70.87314,39.77653,-70.868857,NA,NA,NA,200,NA,200,NA,NA,NA,0.69,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,"Many large jellies, all large jellies >5mm in a separate jar. OOI Pioneer cruise",3,Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law).
AR77,L1,1,AR77_L1_B1,11-10-23,16:28:57,11-10-23,16:30:00,41.194,-70.878,41.194,-70.878,17,12,NA,11.25833025,30,13,14,5,1.39,1.66,1.41,1.38,29914,894280,901397,7117,55.8847522,Y,Y,29913,825454,831677,6223,48.8648044,Y,Y,Y,Y,Y,2.014562077,2.303975302,1.789396858,2.046462709,Net sat at surface from 16:22 to 16:28. TDR did not record depth. 335um cod end spilled 1/6 sample.,3,Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law).
AR77,L2,2,AR77_L2_B2,12-10-23,03:06:00,12-10-23,03:15:00,41.043,-70.885,41.047,-70.886,47,42,37.6,38.35,30,49,30,14,NA,1.34,NA,1.74,29914,925572,931091,5519,43.33679182,Y,Y,29913,843360,847418,4058,31.86459525,Y,Y,Y,Y,Y,8.849293727,12.03530115,2.307508143,3.13827931,"Had to deploy bongos twice due to an issue with hydraulics all nets were rinsed prior to 2nd deployment. Upon recovery we found a hole in the 335um net, fixed before next deployments.",1,NA
AR77,L3,18,AR77_L3_B18,14-10-23,21:16:00,14-10-23,21:21:22,40.863,-70.885,40.862,-70.887,55,50,51.25,51.25,25,55,30,18,NA,1.48,NA,1.45,29914,76575,87571,10996,86.34378744,Y,Y,29913,980872,988177,7305,57.36098283,Y,Y,Y,Y,Y,5.935574697,8.934644678,1.158160917,1.743345303,USBL was used on bongo for real time data but no one looked to see if it was working.,1,NA
AR77,L4,19,AR77_L4_B19,14-10-23,22:42:00,14-10-23,22:49:00,40.694,-70.884,40.697,-70.884,67,62,64.5,64.66,NA,70,30,20,NA,1.41,NA,1.13,29914,87566,91805,4239,33.28585985,Y,Y,29913,988176,992273,4097,32.17083459,Y,Y,Y,Y,Y,19.42566612,20.09895013,3.004278707,3.108405526,Got very close to the seafloor. Tried to use the USBL for real time depth but it did not work - too shallow?,1,NA
AR77,L5,5,AR77_L5_B5,12-10-23,12:05:46,12-10-23,12:13:03,40.511,-70.882,40.508,-70.88,78.5,73,65.5,65.54,30,84,30,20,NA,1.18,NA,1.2,29914,931088,945284,14196,111.4711174,Y,Y,29913,847410,858721,11311,88.81725898,Y,Y,Y,Y,Y,5.879549928,7.379196426,0.897093367,1.125907297,NA,1,NA
AR77,L6,10,AR77_L6_B10,13-10-23,20:36:00,13-10-23,20:45:00,40.363,-70.884,40.364,-70.888,93,88,89.44,84.44,20,97,30,20,NA,1.18,NA,1.42,29914,996050,10119,14068,110.4660242,Y,Y,29913,907047,917813,10766,84.5377606,Y,Y,Y,Y,Y,7.643979282,9.988435866,0.905255718,1.182903347,NA,1,NA
AR77,L7,17,AR77_L7_B17,14-10-23,10:34:42,14-10-23,10:46:27,40.258,-70.884,40.261,-70.887,123,118,121,121.1,30,136,30,20,NA,1.45,NA,0.93,29914,59720,76571,16851,132.3189489,Y,Y,29913,964914,980871,15957,125.2990011,Y,Y,Y,Y,Y,9.152128324,9.664881518,0.755749655,0.798090959,Sand in sample. Hit bottom.,3,hit bottom.
AR77,L8,16,AR77_L8_B16,14-10-23,08:13:38,14-10-23,08:29:45,40.152,-70.886,40.157,-70.887,139,134,137,137.05,35,155,30,20,NA,1.48,NA,1.08,29914,35045,59716,24671,193.7238614,Y,Y,29913,941205,964913,23708,186.1621055,Y,Y,Y,Y,Y,7.074502801,7.361863447,0.516198672,0.537166249,Hit bottom. Sand and shells in cod end. Ring net sample suspect - mostly sand and silt.,3,hit bottom.
AR77,L9,13,AR77_L9_B13,14-10-23,02:14:00,14-10-23,02:40:00,40.029,-70.884,40.034,-70.886,236,200,220,219.91,30,231,30,20,NA,0.62,NA,0.16,29914,10125,35045,24920,195.6790818,Y,Y,29913,917868,941198,23330,183.1939397,Y,Y,Y,Y,Y,11.23829885,12.00421806,0.511040828,0.545869586,NA,1,NA
AR77,L10,6,AR77_L10_B6,13-10-23,03:27:00,13-10-23,03:48:00,39.941,-70.885,39.939,-70.881,449,200,213,212.91,25,221,30,20,NA,0.67,NA,0.56,29914,945290,968957,23667,185.8401616,Y,Y,29913,858805,881732,22927,180.0294666,Y,Y,Y,Y,Y,11.45661939,11.82639731,0.53809682,0.555464624,"Many salps and large organisms in 150um net, had to remove prior to putting samples in the SIA jars.",1,NA
AR77,L11,8,AR77_L11_B8,13-10-23,10:19:21,13-10-23,10:35:41,39.773,-70.885,39.778,-70.887,1600,200,201.2,201.61,30,231,30,20,NA,1.09,NA,1.07,29914,968960,996049,27089,212.7107001,Y,Y,29913,881735,907041,25306,198.7100659,Y,Y,Y,Y,Y,9.478131563,10.14593796,0.470122095,0.503245769,NA,1,NA
AR77,MVCO,35,AR77_MVCO_B35,16-10-23,09:10:43,16-10-23,09:17:17,41.325,-70.578,41.327,-70.581,12,6,5.4,6.3,35,7,12,4,NA,2.07,NA,0.3,29914,91804,100379,8575,67.3333919,Y,Y,29913,992278,96,7817,61.38135562,Y,Y,Y,Y,Y,0.935642751,1.026370294,1.485147223,1.629159196,Net sitting at depth from 9:12 to 9:16 winch wire reading not working we brought the net up and recorded TDR depth. TDR depth close enough to target so we counted the tow as good.,1,NA
AT46,L1,1,AT46_L1_B1,16-02-22,19:21:00,16-02-22,19:25:00,41.195,-70.883,41.192,-70.882,21,16,11.2,11.44,45,NA,NA,NA,2.22,2.28,1.43,1.88,29913,309286,318561,9275,72.82999532,Y,Y,29914,546694,559396,12702,99.7397952,Y,Y,Y,Y,Y,1.570781372,1.146984509,1.37306064,1.002608836,"150um sample probably non quantitative because there was plankton in the bucket after rinsing and couldnt tell where it came from (no hole noticed in net or cod end mesh problem). No 100 um sieve on this cruise, so there will be no 100-200um size fraction sample, and the 20-100 sample will be 20-150 instead. TDR had offset of +12 m at surface. Switched to other TDR after this cast, which has +4m offset.",3,non quantitative 150 micron sample.
AT46,L2,21,AT46_L2_B21,21-02-22,00:27:00,21-02-22,00:33:00,41.026,-70.88,41.024,-70.881,46,36,43,43.7,40,NA,NA,NA,1.84,1.66,2.24,2.09,29913,583766,598476,14710,115.5071947,Y,Y,29914,840464,850832,10368,81.41254894,Y,Y,Y,Y,Y,3.783314113,5.36772286,0.865746937,1.228311867,NA,1,NA
AT46,L3,22,AT46_L3_B22,21-02-22,02:09:00,21-02-22,02:19:00,40.864,-70.883,40.861,-70.883,55,45,48,47.69,NA,NA,NA,NA,1.02,0.87,0.31,0.4,29913,598475,613394,14919,117.1483235,Y,Y,29914,850837,864858,14021,110.0969665,Y,Y,Y,Y,Y,4.070907597,4.331636149,0.853618704,0.908290239,NA,1,NA
AT46,L4,2,AT46_L4_B2,17-02-22,03:12:00,17-02-22,03:24:00,40.697,-70.879,40.694,-70.876,65,60,65,65.51,20,NA,NA,NA,0.69,1.28,1.46,1.44,29913,318565,334178,15613,122.5978131,Y,N,29914,559402,575867,16465,129.2879647,Y,Y,Y,Y,Y,5.343488462,5.066983624,0.815675235,0.773467199,"Ship was going slow, angle steep. 335 Hit botttom. Sieved out some mud but good bit of sand still (didnt have a 335 sieve to help - used 200). No 335 1/4 split in EtOH. Formalin sample is whole sample. 335 NOA is whole sample not 3/4 split.",1,NA
AT46,L5,3,AT46_L5_B3,17-02-22,06:10:00,17-02-22,06:23:00,40.512,-70.879,40.507,-70.875,76,66,63,62.68,35,NA,NA,NA,1.3,1.8,1.57,2.09,29913,334178,356280,22102,173.5513268,Y,Y,29914,575862,600476,24614,193.2762808,Y,Y,Y,Y,Y,3.611611685,3.24302598,0.576198418,0.517394062,NA,1,NA
AT46,L6,6,AT46_L6_B6,17-02-22,13:54:00,17-02-22,14:15:00,40.358,-70.88,40.354,-70.88,94,84,83,83.87,45,NA,10,15,1.59,1.99,3.01,2.27,29913,356282,376312,20030,157.2813807,Y,Y,29914,600476,624083,23607,185.3690242,Y,Y,Y,Y,Y,5.332481163,4.524488402,0.635803167,0.539464457,Nets vertical at 50m wire out. Labels on jar wrong state Bongo cast as B4 (it should be B6) - this was corrected on the elog but not labels.,1,NA
AT46,L7,14,AT46_L7_B14,19-02-22,06:36:00,19-02-22,06:54:00,40.224,-70.892,40.225,-70.906,126,116,80,80.04,50,NA,NA,NA,1.34,1.01,2.63,2.09,29913,534064,583880,49816,391.1697085,Y,Y,29914,NA,NA,NA,217.5786169,N,N,N,N,N,2.046170709,3.67867032,0.255643517,0.459603988,"Av angle 40-60. Whole 150 net ripped off, and 20 um net cod end/collar came off. Weather was rough and nets seemed to get tangled due to wave surge at surface just prior to retrieval. Replaced 150 net with tied-off type of cod end (the one from B1, but tied off, not with PVC cod end).",3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
AT46,L8,13,AT46_L8_B13,19-02-22,02:16:00,19-02-22,02:34:00,40.137,-70.782,40.137,-70.794,135,125,NA,123.7436867,45,175,NA,NA,1.53,3.91,1.87,2.38,29913,489544,534064,44520,349.5839775,Y,Y,29914,742836,788496,45660,358.5355888,Y,Y,Y,Y,Y,3.539741369,3.45136412,0.2860543,0.27891234,No TDR. Angle at bottom 45.,3,Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law).
AT46,L9,12,AT46_L9_B12,19-02-22,00:45:00,19-02-22,01:06:00,40.09,-70.895,40.09,-70.911,155,145,84,83.81,45,NA,NA,NA,1.05,2.68,1.21,1.56,29913,434892,489544,54652,429.1433859,Y,Y,29914,685888,742836,56948,447.1722451,Y,Y,Y,Y,Y,1.95296031,1.874221867,0.233022349,0.223627475,NA,1,NA
AT46,L11,7,AT46_L11_B7,17-02-22,22:43:00,17-02-22,23:14:00,39.771,-70.877,39.764,-70.861,1600,200,175,175.16,45,280,NA,NA,NA,1.48,NA,2.03,29913,376318,434890,58572,459.924365,Y,Y,29914,624098,685454,61356,481.7851421,Y,Y,Y,Y,Y,3.808452287,3.635645534,0.217427055,0.207561403,Haul back at 17:58 EST.,1,NA
AT46,MVCO,23,AT46_MVCO_B23,21-02-22,12:00:00,21-02-22,12:04:00,41.324,-70.564,41.323,-70.565,15,12,14,14.31,35,NA,NA,NA,1.74,1.31,2.02,1.35,29913,613396,619031,5635,44.24765753,Y,Y,29914,864987,870731,5744,45.10355721,Y,Y,Y,Y,Y,3.234069508,3.17269876,2.260006644,2.217120028,NA,1,NA
EN608,L1,1,EN608_L1_B1,31-01-18,20:46:13,31-01-18,20:51:00,41.1947,-70.8826,NA,NA,22,17,18.2,18.42,35,21,10,6,1.47,1.47,NA,NA,28517,651822,661657,9835,77.22727805,Y,Y,28519,617432,625697,8265,64.89918181,Y,Y,Y,Y,Y,2.385167581,2.838248416,1.294879252,1.540851475,"Pay-out speed of 10m/min (instead of 20 like NOAA does). We changed the pay-out speed for the rest of the stations too. They were reduced, and maxed out at 30 m/min whereas NOAA goes up to 50--the ship wanted to keep it to 30. Also, because of the chaos with everything and having to deploy the rake, the nets weren't rinsed about an hour after retrieval. SIze fraction samples in tin foil (except 20-100), but in vials for the rest of the cruise.",1,NA
EN608,L2,4,EN608_L2_B4,01-02-18,06:24:59,01-02-18,06:31:00,41.0105,-70.8686,NA,NA,48,43,44,44.26,NA,52,30,16,1.59,1.59,NA,NA,28517,661663,674869,13206,103.6973497,Y,Y,28519,625722,637687,11965,93.95265703,Y,Y,Y,Y,Y,4.268190088,4.710883268,0.964344801,1.064365854,"Spilled about 5% of 150um sample. Down at 30 m/min, up at 18 initially then 14 soon after.",1,NA
EN608,L3,5,EN608_L3_B5,01-02-18,10:24:59,01-02-18,10:31:00,40.8435,-70.8872,NA,NA,55,50,54,53.95,30,55,30,18,1.22,1.22,NA,NA,28517,675301,683513,8212,64.48301041,Y,Y,28519,637710,643850,6140,48.21306428,Y,Y,Y,Y,Y,8.366544871,11.18991311,1.550796084,2.074126619,55m payout,1,NA
EN608,L4,8,EN608_L4_B8,01-02-18,20:08:01,01-02-18,20:14:00,40.6829,-70.8819,NA,NA,67,62,63,63.65,35,73,30,20,1.22,1.22,NA,NA,28517,683506,696838,13332,104.6867383,Y,Y,28519,643853,655705,11852,93.06534819,Y,Y,Y,N,Y,6.080044239,6.839280273,0.955230831,1.07451379,No picking sample--needed it for 200-500 size fraction that I dumped accidentally,1,NA
EN608,L5,9,EN608_L5_B9,02-02-18,00:11:58,02-02-18,00:20:00,40.5184,-70.9003,NA,NA,78,73,77,76.89,35,89,30,20,1.06,1.06,NA,NA,28517,696846,711272,14426,113.2771442,Y,Y,28519,655703,668741,13038,102.3781648,Y,Y,Y,Y,Y,6.787777053,7.510390533,0.882790617,0.976770781,NA,1,NA
EN608,L6,12,EN608_L6_B12,02-02-18,11:15:59,NA,NA,40.353,-70.8972,NA,NA,95,90,93,93,30,110,30,20,2.07,2.07,NA,NA,28517,711267,729366,18099,142.1186076,Y,Y,28519,668743,683284,14541,114.1801576,Y,Y,Y,Y,Y,6.543829945,8.145022913,0.703637629,0.875808915,20 um size fractions,NA,NA
EN608,L7,23,EN608_L7_B23,04-02-18,05:49:29,NA,NA,40.2201,-70.866,NA,NA,125,120,104,104,40,145,30,20,1.54,1.54,NA,NA,28517,843350,872924,29574,232.2236422,Y,Y,28519,788624,817103,28479,223.625384,Y,Y,Y,Y,Y,4.478441515,4.650634831,0.430619376,0.447176426,150 net almost clogged with orangy goo. See if IFCB can see it. 200-500 fraction like fudge--very cohesive.,NA,NA
EN608,L9,22,EN608_L9_B22,04-02-18,02:40:00,NA,NA,40.0931,-70.8687,NA,NA,148,140,140,140,NA,190,30,20,1.69,1.69,NA,NA,28517,812959,842254,29295,230.0328531,Y,Y,28519,761562,788623,27061,212.4908359,Y,Y,Y,Y,Y,6.086087187,6.588519424,0.434720513,0.47060853,NA,NA,NA
EN608,L10,21,EN608_L10_B21,03-02-18,23:44:59,NA,NA,39.9166,-70.8867,NA,NA,460,200,210,210,40,280,30,20,1.67,1.67,NA,NA,28517,771590,812960,41370,324.8492621,Y,Y,28519,723908,761560,37652,295.6544457,Y,Y,Y,Y,Y,6.464536771,7.102886599,0.307835084,0.338232695,Did not include a salp in the >1000um fraction,NA,NA
EN608,L11,19,EN608_L11_B19,03-02-18,18:34:36,NA,NA,39.7599,-70.8901,NA,NA,1650,200,195,195,40,260,30,20,1.84,1.84,NA,NA,28517,729622,771594,41972,329.5763411,Y,Y,28519,685484,723906,38422,301.7007094,Y,Y,Y,Y,Y,5.91668684,6.463359015,0.303419838,0.331454308,Did not include a tunicate and Phronima amphipod in >1000um fraction.,NA,NA
EN608,MVCO,30,EN608_MVCO_B30,05-02-18,00:24:59,NA,NA,41.3201,-70.5718,NA,NA,17,14,14,14,NA,16,10,8,0.02,0.02,NA,NA,28517,872927,881921,8994,70.62350166,Y,Y,28519,817104,823745,6641,52.14706187,Y,Y,Y,Y,Y,1.982342941,2.684715015,1.415959244,1.917653582,NA,NA,NA
EN617,L1,1,EN617_L1_B1,20-07-18,18:45:31,20-07-18,18:53:00,41.203333,-70.887017,NA,NA,23,18,NA,17.67766953,45,25,20,20,1.25,1.25,NA,NA,28769,229540,242735,13195,103.6109745,Y,Y,28770,292938,307531,14593,114.5884767,Y,Y,Y,Y,Y,1.706158022,1.542709183,0.965148726,0.8726881,Using different winch from last cruise. It doesnt have a wire out or speed reading. Marked off wire lengths with tape. All casts had similar speeds up and down. No TDR data for this cast.,3,Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law).
EN617,L2,2,EN617_L2_B2,20-07-18,22:14:54,20-07-18,22:25:00,41.034783,-70.875367,NA,NA,46,41,35.2,35.28,40,50,20,20,1.73,1.73,NA,NA,28769,242781,259571,16790,131.8399592,Y,Y,28770,307532,325943,18411,144.5685222,Y,Y,Y,Y,Y,2.675971702,2.440365264,0.758495381,0.69171351,NA,1,NA
EN617,L3,5,EN617_L3_B5,21-07-18,07:38:01,21-07-18,07:46:00,40.86585,-70.882533,NA,NA,50,45,49.7,49.7,50,70,30,10,1.65,1.65,NA,NA,28769,259588,270914,11326,88.93504334,Y,Y,28770,325957,338126,12169,95.55452431,Y,Y,Y,Y,Y,5.58834832,5.201218923,1.124416161,1.046522922,NA,1,NA
EN617,L4,8,EN617_L4_B8,21-07-18,15:38:27,21-07-18,15:49:00,40.706033,-70.871483,NA,NA,65,60,62,62.44,45,84,30,10,1.65,1.65,NA,NA,28769,270924,279987,9063,71.16530971,Y,Y,28770,338121,351324,13203,103.6737928,Y,Y,Y,Y,Y,8.773937787,6.022737118,1.405179018,0.96456392,20-100um size fraction lost.,1,NA
EN617,L5,9,EN617_L5_B9,21-07-18,18:04:45,21-07-18,18:17:00,40.5224,-70.87265,NA,NA,76,71,62,62.43,40,100,10,10,1.24,1.24,NA,NA,28769,279972,299832,19860,155.9464913,Y,Y,28770,351329,373301,21972,172.5305291,Y,Y,Y,Y,Y,4.003296225,3.618490034,0.641245591,0.579607566,NA,1,NA
EN617,L6,12,EN617_L6_B12,22-07-18,02:53:53,22-07-18,03:04:00,40.375433,-70.8851,NA,NA,91,86,80,79.91,35,100,20,20,1.27,1.27,NA,NA,28769,299820,313194,13374,105.0165345,Y,Y,28770,373306,388644,15338,120.4384332,Y,Y,Y,Y,Y,7.609277948,6.634925236,0.952231003,0.830299742,NA,1,NA
EN617,L7,13,EN617_L7_B13,22-07-18,05:50:27,22-07-18,06:07:00,40.23185,-70.886017,NA,NA,124,119,106,106.29,35,150,30,10,1.27,1.27,NA,NA,28769,313194,338628,25434,199.7151591,Y,Y,28770,388653,416822,28169,221.1911739,Y,Y,Y,Y,Y,5.322079729,4.805345445,0.500713118,0.452097605,NA,1,NA
EN617,L8,14,EN617_L8_B14,22-07-18,07:43:16,22-07-18,07:56:00,40.142217,-70.76645,NA,NA,132,127,121,121.4,35,150,30,10,1.24,1.24,NA,NA,28769,338624,358585,19961,156.7395727,Y,Y,28770,416816,438905,22089,173.4492471,Y,Y,Y,Y,Y,7.745331822,6.99916558,0.638000974,0.576537527,NA,1,NA
EN617,L9,17,EN617_L9_B17,22-07-18,19:06:34,22-07-18,19:18:00,40.0996,-70.87415,NA,NA,147,142,115,115.56,45,190,20,10,1.83,1.83,NA,NA,28769,358580,377273,18693,146.7828682,Y,Y,28770,438888,461026,22138,173.8340093,Y,Y,Y,Y,Y,7.872853381,6.647721034,0.681278416,0.575261426,NA,1,NA
EN617,L10,18,EN617_L10_B18,22-07-18,22:38:00,22-07-18,22:55:00,39.943733,-70.870183,NA,NA,161,156,167,167.34,45,200,15,15,0.49,0.49,NA,NA,28769,377259,403950,26691,209.5854884,Y,Y,28770,461024,492198,31174,244.7873072,Y,Y,Y,Y,Y,7.984331419,6.836138766,0.477132271,0.408517914,"Not sure how net went deeper than the bottom depth, unless we headed toward deeper water and got lucky. No mud in net.",1,NA
EN617,L11,21,EN617_L11_B21,23-07-18,14:47:01,23-07-18,15:04:00,39.771317,-70.876533,NA,NA,1687,200,168,168.16,25,200,15,15,1.3,1.3,NA,NA,28769,403965,425655,21690,199.1614108,Y,Y,28770,492107,519081,26974,199.1614108,Y,Y,Y,Y,Y,8.443402731,8.443402731,0.5021053,0.5021053,NA,3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
EN617,L11,25A,EN617_L11_B25A,24-07-18,08:19:46,24-07-18,08:48:46,39.768483,-70.856617,39.757967,-70.837417,1598,10,11,17.56,45,20,5,10,1.32,1.32,1.94,1.94,28769,425815,471626,45811,345.3113372,N,N,28770,519088,570694,51606,345.3113372,N,N,N,N,N,0.508526599,0.508526599,0.289593735,0.289593735,"For flowmeter calibration (and bluefin larvae). Tow yo to 10 m for at least a nm and bridge marked when net in and out. First tow (A) in one direction and second tow (B) in opposite direction. Distance of this tow was 1.099 nm, which is 2035 m. BUT, as I was putting all the numbers together, I realized that the 2nd tow was throwing things off, and it was because they towed with the wind and much faster through the water than the more typical tow (which tow A was). So we are scrapping the calibration from these stations and will tow for a known distance at MVCO (just once because of little current).",3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
EN617,L11,25B,EN617_L11_B25B,24-07-18,09:24:16,24-07-18,09:53:01,39.761433,-70.84275,39.770633,-70.860533,1830,10,18,18,45,20,10,10,2.13,2.13,2.26,2.26,28769,471626,561001,89375,552.4034225,N,N,28770,570694,648345,77651,552.4034225,N,N,N,N,N,0.325848814,0.325848814,0.181027119,0.181027119,Flowmeter calibration.,3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
EN617,MVCO,35,EN617_MVCO_B35,25-07-18,01:43:00,25-07-18,01:45:00,41.3223,-70.57515,NA,NA,17,12,14,14.63,45,12,5,5,1.92,1.92,NA,NA,28769,560996,569225,8229,64.61649935,Y,Y,28770,648348,657166,8818,69.24149851,Y,Y,Y,Y,Y,2.264127606,2.112894769,1.547592349,1.444220621,NA,1,NA
EN617,MVCO,35B,EN617_MVCO_B35B,NA,NA,NA,NA,NA,NA,NA,NA,17,10,NA,8.485281374,45,12,5,5,NA,NA,NA,NA,28769,569225,632748,63523,NA,N,N,28770,657166,692509,35343,NA,N,N,N,N,N,NA,NA,NA,NA,Flowmeter calibration tow (sample not kept). Again the 335 count was higher. But this time the 150 was so low (half the 335) that something must have made it get stuck.,NA,NA
EN627,L1,44,EN627_L1_B44,06-02-19,02:03:04,06-02-19,02:08:00,41.193605,-70.881818,41.191173,-70.882293,22,18,20,20,45,25,10,9,1.99,1.99,1.77,1.77,28770,450257,459969,9712,88.55894726,Y,Y,28769,574284,584117,9833,88.55894726,Y,Y,Y,Y,Y,2.258382763,2.258382763,1.129191382,1.129191382,"Sand lance removed, frozen in baggie.",3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
EN627,L2,7,EN627_L2_B7,02-02-19,08:31:43,02-02-19,08:37:00,41.0226,-70.8842,NA,NA,46,41,33,33,35,45,20,20,1.77,1.77,NA,NA,28770,319371,323022,3651,84.35681739,Y,Y,28519,977698,991511,13813,84.35681739,Y,Y,Y,Y,Y,3.911954128,3.911954128,1.185440645,1.185440645,"There will be 4 drops on TDR. Attempt 1, whinch calibration, bongo 7 (sample), bongo 8 sample). No time between 7 and 8 to remove TDR. 335 um net some sand remained from previous aborted sample despite having multiple rinses. 150 um net seems like a lot of sample, lots of color even when split.",3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
EN627,L3,8,EN627_L3_B8,02-02-19,10:43:38,02-02-19,10:49:48,40.8625,-70.8819,40.8636,-70.8852,56,50,43,43,45,60,20,20,2.11,2.11,1.85,1.85,28770,323010,324303,1293,117.3739816,Y,Y,28519,991514,3638,12123,117.3739816,Y,Y,Y,Y,Y,3.663503565,3.663503565,0.851977573,0.851977573,TDR data in file for B7 no time to remove and start new. Long pause at bottom 1min.,3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
EN627,L4,12,EN627_L4_B12,02-02-19,20:35:34,02-02-19,20:45:19,40.694892,-70.87184,40.690232,-70.872432,60,60,67,67,45,78,15,20,2.19,2.19,1.18,1.18,28770,324978,341118,16140,192.6139062,Y,Y,28769,333731,361818,28087,192.6139062,Y,Y,Y,Y,Y,3.478461205,3.478461205,0.519173314,0.519173314,NA,3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
EN627,L5,40,EN627_L5_B40,05-02-19,19:24:04,05-02-19,19:33:34,40.512102,-70.886,40.507608,-70.881883,76,70,64,64,45,90,20,20,2.78,2.78,2.04,2.04,28770,428649,429118,469,238.2359565,Y,Y,28769,557884,573477,15593,238.2359565,Y,Y,Y,Y,Y,2.686412284,2.686412284,0.419751919,0.419751919,NA,3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
